,status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
133302,1250708676601470977,168112341,2020-04-16T08:52:40Z,imSushilkumar,Saptapati from Modi ji🙏 #lockdown #Covid_19 #Corona #COVID #thursdaymorning #COVIDー19 #COVID19 #StaySafe #onlinelearning #anime #घरमेंरहेंस्वस्थरहें #StayHome https://t.co/RIGFMgPOKC,Twitter for Android,,,,False,False,20,0,IN,"Haveli, India",city,20,58,,2010-07-18T12:21:43Z,False,in
133355,1250708719387709442,847038520191414273,2020-04-16T08:52:50Z,sbmhry,@mlkhattar @sureshbhattbjp @aniljaindr @anilvijminister @bjpsanjaybhatia @JPNadda @subhashbrala @PMOIndia @AmitShah #lockdown #StaySafeStayHome #COVID19 https://t.co/pcW0VfafSx,Twitter for Android,,295833852.0,mlkhattar,False,False,1274,0,IN,"karnal, India",city,129,254,,2017-03-29T10:51:35Z,False,und
133394,1250708747611017217,257394747,2020-04-16T08:52:57Z,PramodChturvedi,"#Telangana prepared to treat any number of #COVID19 patients: CM K Chandrashekar Rao 

#TelanganaFightsCorona #Hyderabad @TelanganaCMO

https://t.co/EK51kL0UN8",Twitter for Android,,,,False,False,3503,1,IN,"Rajendra Nagar, India",city,2197,1982,,2011-02-25T09:45:43Z,False,en
133481,1250708818159255552,796941035842703361,2020-04-16T08:53:13Z,SiddharthAbhi_,"🙏👉#COVID19👈👉#IndiaFightsCorona👈🙏
      🏠 #StayHome 🏠       😍 #StaySafe 😍
#तू लाख 💯भुला 💝 के देख मुझे😍
                   #पगली ❤ फिर भी🌹मैं याद आऊंगा🙅
#तू पानी🥛पी-पी के 😢 थक जायेगी🤦‍♀️
                 #मैं हिचकियां👩‍🎨बन-बन के तुझे🦹‍♀️सताउंगा https://t.co/PRJa564JSR",Twitter for Android,,,,False,False,16771,0,IN,"Areraj, India",city,409,382,,2016-11-11T05:02:04Z,False,hi
133702,1250708985918832640,873595877910171648,2020-04-16T08:53:53Z,BodkheShilpa,"#Covid19 के बाद देश में आर्थिक मंदी बहुत तेजी से बढ़ रही है। रोजगार की स्थिति बिगड़ रही है। सरकार को न्याय योजना के तहत सबसे गरीब 20% लोगों की आर्थिक मदद करनी चाहिए: @RahulGandhi जी

#RahulSpeaksForIndia https://t.co/nXZk0Ua9TF",Twitter for Android,,,,False,False,22585,2,IN,"Nagpur, India",city,18253,187,,2017-06-10T17:41:02Z,False,hi
133821,1250709067904937986,741235000348004352,2020-04-16T08:54:13Z,shivampathak554,"#RahulGandhi : There is no proof that Lockdown is solution of #COVID19 

World leader: Ha hum to chutiya bethe hai na yaha 

Rahul Gandhi at the end of conversation ""Stay at home"" https://t.co/IwoI7ILCp1",Twitter for iPhone,,,,False,False,9176,0,IN,"Mathura, India",city,109,81,,2016-06-10T11:46:10Z,False,en
134113,1250709277653647362,827575990289301504,2020-04-16T08:55:03Z,whoatulrathore,"#StaySafeStayHelpful 
#QuarantineLife 
#Covid19India #CoronaWillEndSoon  #Covid_19 
Deuteronomy 16:20
Choose life by staying at Home .
Choose life by social distancing yourself 
Having fun with family❤️ and praying for those how are suffering from this crisis 🙏 https://t.co/hBSIJQLzSF",Twitter for iPhone,,,,False,False,576,0,IN,"Bhiwani, India",city,42,33,,2017-02-03T17:54:26Z,False,en
134424,1250709499947646976,95748812,2020-04-16T08:55:56Z,abhilashp28645,"@AdrianE1337 @ashphyxiated_ @GeorgeAnthonyO1 Thank you for giving hope..
Followed @ashphyxiated_  @GeorgeAnthonyO1
@ShainaArora1 
#AllInThisTogether #PeopleHelpingPeople #COVID19",Twitter for Android,1.250528665911378e+18,8.766726752336323e+17,AdrianE1337,False,False,52296,0,IN,"Khordha, India",city,795,4996,,2009-12-09T22:33:56Z,False,en
134439,1250709506650062849,796925977594953728,2020-04-16T08:55:58Z,Gasi_Nat,#Covid19 should be managed properly. Only effective management will ensure that we can win over it ! #RahulGandhi Ji https://t.co/pkcShTMZtV,Twitter for Android,,,,False,False,52803,0,IN,"Bengaluru, India",city,435,1330,,2016-11-11T04:02:14Z,False,en
134832,1250709808853872640,140716661,2020-04-16T08:57:10Z,SudhakarMeriga,"We can overcome this pendamic. But we cannot ruleout any such coronavirus pendamic in near future. World should unite to bring solutions before we lockdown for any further pendamics. 
#coronavirus #CoronavirusLockdown #COVID19india #FightAgainstCoronavirus #Covid_19 https://t.co/dOnv7CDEbU",Twitter for Android,,,,True,False,244,0,IN,"Hyderabad, India",city,132,454,,2010-05-06T06:33:58Z,False,en
134837,1250709819234770945,145129196,2020-04-16T08:57:12Z,KarnikPadha,"#ArogyaSetu प्रधानमंत्री @narendramodi व भारत सरकार @PMOIndia का एक उत्कृष्ट कार्य जिसमें आप कोरोना के ऊपर विस्तृत जानकारी भी ले सकते हैं और सेल्फ निरीक्षण भी कर सकते हैं...

जल्द ही सरकार EPass की सुविधा भी शुरू करने जा रही है..

आज ही डाऊनलोड करें, सुरक्षित महसूस करें
#Covid_19 https://t.co/9AzBgxTecp",Twitter for iPhone,,,,False,False,3608,10,IN,"Himachal Pradesh, India",admin,918,86,,2010-05-18T05:32:48Z,False,hi
134906,1250709869050556417,2573079792,2020-04-16T08:57:24Z,crituparna56,"A commendable initiative. Much needed in this #COVID19india  crisis. 🙏🙏
@kdakanpur @DDehat @DMKanpur
 #StayHomeStaySafe https://t.co/UHrISHe3ql",Twitter for Android,,,,True,False,190,0,IN,"Bengaluru South, India",city,49,220,,2014-06-17T15:23:44Z,False,en
135062,1250709978391826432,545110987,2020-04-16T08:57:50Z,LangaMahesh,Exactly and also the fact that #Covid_19 transmission in South Asia is not yet as deadly as its in Europe and US. https://t.co/InZAQdwYbG,Twitter for iPhone,,,,True,False,14037,3,IN,"Daskroi, India",city,25642,793,,2012-04-04T13:02:58Z,True,en
135113,1250710010826383362,1175502930,2020-04-16T08:57:58Z,yashdes57571557,"Prime Minister should empower the states &amp; District administrations, he must provide them adequate resources to fight against #Covid_19 because they are on the forefront in this battle against #COVID__19: Shri @RahulGandhi
#RahulSpeaksForIndia#RahulSpeaksForIndia",Twitter for Android,,,,False,False,397,0,IN,"Gujarat, India",admin,739,3033,,2013-02-13T14:47:54Z,False,en
135255,1250710110004932608,3168460674,2020-04-16T08:58:21Z,bhat_hosanagara,"34 new #Covid_19 cases confirmed from Karnataka.

And all had attended #TablighiJamaat event. 

Sab yad rakha jayega!!
#TablighiJamaat 
#MaulanaSaad 
#coffindance 
@Shruthi_Thumbri 😜 ಹೆಂಗೆ ನಾವು https://t.co/d0Iu0AkA2w",Twitter for Android,,,,False,False,6016,0,IN,"Bengaluru South, India",city,190,272,,2015-04-23T09:42:55Z,False,en
135354,1250710179374489603,983985450699378690,2020-04-16T08:58:38Z,Shivam_pandey4,"But first you need to be fit than you allowed to be lazy......""Survival of fittest"" -- Charles Darwin
#StayFit #StayHomeStaySafe #Covid_19 https://t.co/uHBssAefhL",Twitter for Android,,,,True,False,134,0,IN,"Jabalpur, India",city,21,79,,2018-04-11T08:29:47Z,False,en
135498,1250710281027608584,594500815,2020-04-16T08:59:02Z,sameerp19,"@IndianExpress why the Pic shows #Hindus when the #Covid_19 has come from #Jamati #SingleSource ?

Are you afraid speaking the truth?
Or
Are you paid for maligning #Hindu ? https://t.co/dwdv3YkvRT",Twitter for Android,,38647512.0,IndianExpress,True,False,3575,0,IN,"Greater Faridabad, India",city,581,418,,2012-05-30T10:42:28Z,False,en
136313,1250710650092810241,893385073785020417,2020-04-16T09:00:30Z,RuchisharmaINC,अमीर लोगों का तो प्रबंध कर दिया घर जाने का जो मज़दूर ग़रीब थे उनके हिस्से सिर्फ़ डंडे ओर भूख आइ ग़रीबी क्या होती ओर ग़रीब क्या होता आज फ़र्क़ महसूस हो रहा है वाह रे #सरकार  #Lockdown2 #Covid_19  @CMOGuj https://t.co/O7XfZBK2g5,Twitter for Android,,,,False,False,6066,0,IN,"Ambala, India",city,1389,155,,2017-08-04T08:16:14Z,False,hi
136489,1250710731848323072,814785573764247557,2020-04-16T09:00:50Z,goyal1udit,"@DhirendraGBN   देश के प्रधानमंत्री माननीय नरेंद्र मोदी जी की अपील पर आप सभी लोगों ने मांस पहन कर पूरे देश को जो एक संदेश दिया है उसके लिए मैं आप सबको धन्यवाद देता हूं #CoronaWarriors🙏 #WearFaceCoverStaySafe #COVID19 #IndiaFightsCorona
 @NEFOMAncr @CMOfficeUP @OfficialGNIDA https://t.co/xrGmKT9vJv",Twitter for Android,,143868014.0,DhirendraGBN,False,False,3854,0,IN,"Greater Noida, India",city,618,97,,2016-12-30T10:49:53Z,False,hi
136798,1250710882838999040,572753466,2020-04-16T09:01:26Z,ub1112,"@vandyy_1 @RahulGandhi He knows how #coronavirus works..
But how @INCIndia works..?? Wo pata nahi 😜😜😜

@dshah071
@PalanHemang @hemster @manishetty_ @BaniPiyush @tusharmakwana5",Twitter for Android,1.2507086462516347e+18,717752755.0,vandyy_1,False,False,10486,1,IN,"Mumbai, India",city,896,299,,2012-05-06T14:21:55Z,False,en
136901,1250710941559218176,151065608,2020-04-16T09:01:40Z,arjunuberoi,#Day 31 of #homelockdown #Quarantine #Covid_19 #StayHome #IndiaFightsCorona #StaySafeStayHealthy #CoronavirusOutbreakindia #lockdown #LockdownExtended #LockDownDiary #CoronaFighters #covidindia #DelhiPoliceFightsCOVID #COVID #thursdaymorning #CoronavirusPandemic #safety https://t.co/uDKQ7SYOba,Twitter for Android,,,,False,False,734,0,IN,"New Delhi, India",city,242,908,,2010-06-02T14:31:29Z,False,und
136944,1250710979731574785,85306437,2020-04-16T09:01:49Z,SakalMediaNews,"180 citizens have been caught by Swargate police under the violation of section 144 in #Pune.

https://t.co/OmwhBC7hi4 

#Sakal #SakalNews #viral #SakalMedia #news #Corona #COVID #curfew  #COVID2019india #Covid_19 #COVID2019 #coronavirus #lockdown #Maharashtra https://t.co/5P4fuA5krn",Twitter for Android,,,,False,False,461,4,IN,"Haveli, India",city,127238,9,,2009-10-26T12:47:27Z,False,en
137123,1250711095565787136,71428998,2020-04-16T09:02:16Z,Lakhisaray,"#बिग #ब्रेकिंग 
#बिहार में मिले दो और #कोरोना #पॉजिटिव 
एक #पुरुष की उम्र 67 और एक की उम्र 35 वर्ष है 
और दोनों ही #बक्सर के रहने वाले है।
और ट्रेवल हिस्ट्री #आसनसोल है ।।
बिहार में बढ़कर आकंड़ा हुआ 74
स्वास्थ्य विभाग ने की पुष्टि

#Covid19 #coronaupdate",Twitter for Android,,,,False,False,17089,1,IN,"Lakhisarai, India",city,1968,247,,2009-09-04T02:19:16Z,False,hi
137185,1250711136749543425,927928455047417856,2020-04-16T09:02:26Z,TheSakaray,"the real #MugshotChallenge !!!😓

*not a latest pic though 

#COVID19 #IndiaFightsCoronavirus https://t.co/HKsC2WbRjZ",Twitter for iPhone,,,,False,False,767,0,IN,India,country,28,21,,2017-11-07T15:59:18Z,False,en
137290,1250711219087929344,375589437,2020-04-16T09:02:46Z,icharancherry,Does #coronavirus spread through currency notes?? #Corona #COVID19,Twitter for Android,,,,False,False,1686,0,IN,"Hayathnagar, India",city,317,814,,2011-09-18T11:53:30Z,False,en
137350,1250711270031937536,1910057851,2020-04-16T09:02:58Z,Abhishek1seven,"Mercedes is putting some additional space between the famed three-pointed star and the ring that surrounds it. 

#Mercedes #SocialDistancing #Covid_19 #COVID #brandidentity #DigitalMarketing #socialmediamarketing #awarenationthroughmedia https://t.co/b7MEamoOFu",Twitter for Android,,,,False,False,8291,0,IN,"Karchana, India",city,144,441,,2013-09-27T04:16:01Z,False,en
138151,1250711802398285824,200736633,2020-04-16T09:05:05Z,pirateprakhar,#StaySafeStayHome #StayHomeIndia #lockdown #COVID19 #Loveyourlifestayinside Don't Hide If You Feel the Symptoms. Go To Doctors Trust them &amp; Help Them to Help You! 🙏😷🤝❌ https://t.co/p2pul3zib1,Twitter for Android,,,,False,False,920,0,IN,"Varanasi, India",city,867,1759,,2010-10-10T03:09:48Z,False,en
138434,1250711984422572035,1232572934142586880,2020-04-16T09:05:48Z,BypassForgotten,"अब पर्चा बनवा लिया तो lunch time हो जाने के बाद भी screening के लिए कोई उपलब्ध नही है ।
शासकीय जय प्रकाश चिकित्सालय भोपाल
#coronavirus #coronamedicalfacility
#medicalstaff
@OfficeofSSC
@ChouhanShivraj
#news @anjanaomkashyap @sambitswaraj @RajatSharmaLive https://t.co/fu34A1zIBS",Twitter for Android,,,,False,False,75,0,IN,1250 JP Hospital,poi,1,12,,2020-02-26T07:48:01Z,False,hi
138439,1250711988013015042,4366939278,2020-04-16T09:05:49Z,MehHarshil,"Leftists and Islamists are equally responsible for attack on Indian Medical staff and Police.

Just before two months, they were provoking Muslims that government will send you all in detention centres.

This attack is result of that distrust and provocation.

#coronavirus",Twitter for iPhone,,,,False,False,6017,10,IN,"Ahmadabad City, India",city,5714,383,,2015-11-26T13:15:21Z,False,en
138714,1250712181672341504,1232674895806394370,2020-04-16T09:06:35Z,APfactzone,"Alarming situation !

40 children test positive for #CoronaVirus in #Andhrapradesh.

https://t.co/s2LFlGqgdb",Twitter for Android,,,,False,False,126,13,IN,"Andhra Pradesh, India",admin,257,0,,2020-02-26T14:33:32Z,False,en
138959,1250712346449768453,3134911434,2020-04-16T09:07:15Z,antonjawahar,"#Covid_19
#CoronavirusOutbreakindia
#Ramadan2020
Union of India directs senior officials of more than 30 state waqf boards to ensure strict and honest implementation of lockdown, curfew and social distancing during the holy month of #Ramadan in view of #CoronaPandemic.",Twitter for Android,,,,False,False,160,0,IN,"New Delhi, India",city,213,1154,,2015-04-03T09:39:21Z,False,en
139087,1250712432743297031,853201254561964033,2020-04-16T09:07:35Z,MVSTForg,"#MVSTF अंतर्गत #Hingoli जिल्ह्यातील गोंडाळा येथे अहमदनगर येथुन आलेल्या १० व्यक्तींना सेनगाव येथील आरोग्य केंद्रात तपासणीसाठी  पाठविण्यात आले. शिक्षक आर जी चोपडे व अंगणवाडीताई, आशा ताई, सरपंच यांनी हा सर्व्हे केला.

#MichMazaRakshak
#IndiaFightsCorona
#StayHomeStaySafe
#SocialWork https://t.co/BWMMEFep0e",Twitter for Android,,,,False,False,670,0,IN,"Maharashtra, India",admin,1591,291,,2017-04-15T11:00:05Z,True,mr
139167,1250712485692428288,2507258515,2020-04-16T09:07:48Z,imskparashar,#corona #CORONAVIRUS #STAYATHOME #JHARKHAND #india @ Ashoka Buildcon Limited  Camp 24 https://t.co/FBq9f7m5nI,Instagram,,,,False,False,3586,0,IN,"Baghmara1, India",city,176,561,,2014-05-19T12:02:03Z,False,en
139182,1250712500275798016,3037683895,2020-04-16T09:07:51Z,SaiNethaG,"@MC_Korutla @cdmatelangana @Collector_JGTL 31st ward Councillor @pendem_ganesh Distributing Masks in ward , 👏👏 Great Job.

 #Korutla #Covid_19 https://t.co/ysdjF5O2yV",Twitter for Android,1.2506887169112146e+18,8.107371051902116e+17,MC_Korutla,False,False,470,0,IN,"Sangareddi, India",city,47,376,,2015-02-23T08:32:22Z,False,en
139356,1250712614100807684,572753466,2020-04-16T09:08:18Z,ub1112,"@vandyy_1 @RahulGandhi @INCIndia @dshah071 @PalanHemang @hemster @manishetty_ @BaniPiyush @tusharmakwana5 #Pappu ko dekh #coronavirus yaad aa jaata hai..aur..u know..#cornoravirusus ki vajah se..kitne dhone padte hai....Haath ✋

Haath ko dhodte raho..dhoote raho 😂😂😂",Twitter for Android,1.2507112131573514e+18,717752755.0,vandyy_1,False,False,10486,0,IN,"Mumbai, India",city,896,299,,2012-05-06T14:21:55Z,False,hi
139375,1250712626289491968,2958562440,2020-04-16T09:08:21Z,twisamar7,"योगी जी की पुलिस ने अवैध बच्चे बनाने वाली 
14 मशीनों को भी अपने कब्जे में लिया। 
😂😂😂

#मुरादाबाद #घरमेंरहेंस्वस्थरहें
#अरेस्ट_एजाज_खान 
#jahiljamati #Covid_19 #lockdown #StayHome #Corona #COVID #CoronavirusPandemic #COVIDIOTS",Twitter for Android,,,,False,False,4391,0,IN,"New Delhi, India",city,21,303,,2015-01-04T15:19:57Z,False,hi
139426,1250712667225874433,196519337,2020-04-16T09:08:31Z,socialistkamble,"One of most sensible #PressBriefing #PressConference by @RahulGandhi 
Request to @PMOIndia to add his Considerations being a #leaderofopposition in positive way without any Political Dominance!
@priyankagandhi @INCIndia @INCMaharashtra @IYCMaha #RahulGandhi #राहुल_गांधी #Covid_19",Twitter for iPhone,,,,False,False,365,1,IN,"Pune, India",city,203,750,,2010-09-29T09:09:03Z,False,en
139655,1250712810771775490,1158203998345629696,2020-04-16T09:09:05Z,JmmGumla,"#StayHomeStaySafe  सभी आम से खास के लिए है सांसद महोदय ही 

#COVIDIOT_MP",Twitter for Android,,,,False,False,10,1,IN,"Gumla, India",city,55,53,,2019-08-05T02:32:06Z,False,hi
140212,1250713176187887616,251626199,2020-04-16T09:10:32Z,MeedasSahoo,"RG was disparaged and derided for warning the government on the #COVID19 pandemic. But he has been right all along on this matter. I hope his suggestions &amp; advises on more testing and working on an exit plan for the lockdown are taken seriously
#RahulSpeaksForIndia",Twitter for Android,,,,False,False,37458,11,IN,"Patia (Bhubaneshwar), Bhubaneshwar",neighborhood,882,650,,2011-02-13T14:41:05Z,False,en
140312,1250713242453766144,903571953545486336,2020-04-16T09:10:48Z,shastriji1972,"पत्थरबाजों और थूकगैंग का प्रत्यक्ष-अप्रत्यक्ष रूप से समर्थन कर रहे सभी लोगों का पूर्णतयः बहिष्कार करना ही एकमात्र उपाय है।
#Corona 
#Covid_19 
#MoradabadViolence https://t.co/JtiUcvKqAM",Twitter for Android,,,,False,False,553,0,IN,"Chandpur, India",city,58,12,,2017-09-01T10:55:16Z,False,hi
140383,1250713286577754113,1211222430653399045,2020-04-16T09:10:59Z,hypeerrr02___,"Enjoy with your family at home don't go outside....
#StayHome #lockdown #Covid_19 #घरमेंरहेंस्वस्थरहें #StayHomeSaveLives #StaySafeStayHealthy #natureishealing https://t.co/X5b6RlGKFm",Twitter for Android,,,,False,False,146,0,IN,Vadodara | Baroda | વડોદરા,poi,3,16,,2019-12-29T09:48:43Z,False,en
140502,1250713367221637123,429987765,2020-04-16T09:11:18Z,TheGauravjeet,Do we need a different approach in India for managing the lock down. Covid safe work camps that gets city infrastructure sorted and gives a livelihood and safety to multitudes who are struggling. #Covid19,Twitter for iPhone,,,,False,False,1222,0,IN,"Mumbai, India",city,332,149,,2011-12-06T16:46:16Z,False,en
140858,1250713589133881344,864077417987530752,2020-04-16T09:12:11Z,RanchiPIB,"#IndiaFightsCorona:
आइए, हम #COVID19 से संबंधित भ्रम को दूर करने के लिए बताए गए क्या करें और क्या न करें के निर्देशों का पालन करें। 
अपनी सुरक्षा के लिए हमारी मदद करें।

Via @MoHFW_INDIA

#CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2 https://t.co/64cuefVejS",Twitter for Android,,,,False,False,3087,1,IN,"Ranchi, India",city,4777,226,,2017-05-15T11:18:05Z,True,hi
141003,1250713685170896898,364683130,2020-04-16T09:12:34Z,Drharshpatwal,Wonder how novel coronavirus will affect the business of  #dentistry . How are we going to stand afloat when the #Covid19 induced #Recession2020 hits ? @VitalTooth @HowardFarran #dental,Twitter for iPhone,,,,False,False,1120,0,IN,"Udupi, India",city,1066,1977,,2011-08-30T04:39:24Z,False,en
141047,1250713714510061572,1150321092172533761,2020-04-16T09:12:41Z,KumarRa03245441,Best example given by small kids to prevent #Covid_19 @sudhirchaudhary https://t.co/Bxf6Pxd3QI,Twitter for Android,,,,False,False,18936,2,IN,"Bihar, India",admin,26,207,,2019-07-14T08:28:15Z,False,en
141227,1250713847381389314,1245699188253282304,2020-04-16T09:13:13Z,PRATHAMESH_M0RE,"Why this stupid people's want to eat pizza.
Are they out of groceries or not able cook themselves. Now, due to 1 person 72 families quarantine and that will spread one to ten and ten to hundred, so on.

Now they have started new chain of infections. 🤬🤬🤬
#PizzaDelivery #COVID19 https://t.co/e233lfAAbi",Twitter for Android,,,,True,False,28,0,IN,"Haveli, India",city,0,13,,2020-04-02T13:06:58Z,False,en
141315,1250713916348542976,1223998474426953729,2020-04-16T09:13:29Z,movies_letstalk,"Complete video 👉 https://t.co/Umkrjj2Hmi

#lockdown #Covid_19 #bollywood #VideoViral #fun #comedy #funny #actorslife #day21oflockdown #StayHomeStaySafe #movies #Cinema #Trivia #IndiaFightsCorona #WashYourHands #andazapnaapna #20yearsofherapheri #lol #Hollywood #blogger #YouTube https://t.co/8cJDmN8yB2",Twitter for Android,,,,False,False,2,0,IN,"Mumbai, India",city,1,4,,2020-02-02T15:56:09Z,False,es
141435,1250714001945669634,2663131136,2020-04-16T09:13:49Z,ddsportschannel,"Adelaide Oval's new hotel could be offered to the visiting Indian cricket team as a potential quarantine centre during its upcoming tour of Australia, which is currently under threat due to the rapidly-spreading #Covid_19 Pandemic. https://t.co/nO52TFBn0O",Twitter for Android,,,,False,False,7470,1,IN,"New Delhi, India",city,63572,477,,2014-07-20T14:23:47Z,True,en
141537,1250714070837231617,2796625100,2020-04-16T09:14:06Z,AtaldasAD,"Odisha population 44.3 million , Never in the history of its existence ,have spoken one common Word... at the same time !!
CORONA !!
#OdishaFightsCorona
#Covid19
#stayhome
#Odisha",Twitter for Android,,,,False,False,196,0,IN,"Pune, India",city,45,147,,2014-09-07T20:53:42Z,False,en
141553,1250714083466207232,198463342,2020-04-16T09:14:09Z,naveenjindalbjp,"कोविड19 से आयी, इस संकट की घड़ी में  पूर्वी दिल्ली में @GautamGambhir की मदद से गरीब और ज़रूरतमंद लोगो खाद्य सामग्री वितरित की, @GlobalIndianF के चेयरमैन @naveenjindalbjp ने 200 परिवारों का खाद्य सामग्री वितरण की।
#SocialDistancing 
#FeedTheNeedy @BJP4India @blsanthosh #Covid_19 https://t.co/Mf3RLquY8R",Twitter for iPhone,,,,False,False,6991,5,IN,"New Delhi, India",city,5357,269,,2010-10-04T11:33:30Z,False,hi
141737,1250714213112307712,999215545,2020-04-16T09:14:40Z,Supachshakya,"Kiya kahu es desh me ham ko khud hi samajh ni aa rha h Kiya ho rha h.
Kuchh tucche log h Jo faltu Ka barbad Kar rhe h es desh ko. Ab lag rha h ki yaha loktantra ni 2-4 mah k liye Hitler tantra Hona Chahiye.
Sudhar jao re pyar se rahoge sab Surkshit rahege. 
#Covid_19 #StayAtHome https://t.co/it7bjF64P2",Twitter for Android,,,,True,False,2779,0,IN,"New Delhi, India",city,68,407,,2012-12-09T12:40:57Z,False,hi
141999,1250714353336111104,123479661,2020-04-16T09:15:13Z,YearOfMonk,"@himantabiswa Sir, the kind of noble work you have done during #Covid_19 ,I am sure you have earned the Punya that can't be earned even by encircling the Char Dhams. May God bless you 🙏",Twitter for Android,1.2507131875586499e+18,131188226.0,himantabiswa,False,False,10201,1,IN,"Guwahati, India",city,2567,336,,2010-03-16T06:34:01Z,False,en
142007,1250714355219357696,1192751789268819968,2020-04-16T09:15:14Z,citizen_630106,"#Covid_19 
TN புதியதாக 25 பேர் ‌ அதிகரிப்பு https://t.co/lI0EdT3h0u",Twitter for Android,,,,True,False,12249,0,IN,"Saidapet, India",city,128,2177,,2019-11-08T10:32:59Z,False,ta
142076,1250714401134370817,1076779155520397312,2020-04-16T09:15:25Z,CSGpi,"Agra Footwear Industries Fight with #coronavirus under Lockdown situation,losses &amp; crises and appeal to Government help for labour Living wages for Upcming 3 Months @narendramodi @PMOIndia @nsitharaman @minmsme @myogiadityanath
@UPGovt
@navneetsehgal3 @SidharthNSingh
@PrabhuNs_ https://t.co/HR5kKy7X4E",Twitter for Android,,,,False,False,403,0,IN,"Agra, India",city,651,4023,,2018-12-23T09:58:51Z,False,en
142085,1250714412945518592,1339629782,2020-04-16T09:15:27Z,ashokvishal0689,"""கொரோனா தடுப்புப் பணியில் ஈடுபட்டுள்ளவர்கள் உயிரிழப்பிற்கு வழங்கப்படும் ரூ.10 லட்சம் நிவாரணம் போதாது"" 

* ""தடுப்பு பணியாளர்கள் உயிரிழந்தால் குடும்பத்திற்கு ரூ.1கோடி நிவாரணம் வழங்க வேண்டும்""

#COVID19 #MKStalin #DMK",Twitter for Android,1.2507144102654116e+18,1339629782.0,ashokvishal0689,False,False,34557,1,IN,"Tiruttani, India",city,6660,2361,,2013-04-09T16:34:05Z,False,ta
142086,1250714410265411584,1339629782,2020-04-16T09:15:27Z,ashokvishal0689,"தி.மு.க. தலைமையில் நடைபெற்ற தோழமைக் கட்சி கூட்டத்தில் 8 தீர்மானங்கள் நிறைவேற்றம்  

★ ""கொரோனா பாதித்து உயிரிழந்தவர்களின் குடும்பங்களுக்கு தலா ரூ.1 கோடி வழங்க வேண்டும்"" (1/3)
#COVID19 #MKStalin #DMK https://t.co/TxmbGz4G0N",Twitter for Android,,,,False,False,34557,0,IN,"Tiruttani, India",city,6660,2361,,2013-04-09T16:34:05Z,False,ta
142096,1250714414719750144,864077417987530752,2020-04-16T09:15:28Z,RanchiPIB,"अपने हाथों को कम से कम 20 सेकंड्स तक साबुन से धोईये और घर में भी ख़ुद अपने हाथों से साफ सुथरे कपड़ों से मास्क बनाईये. 

ये आसान, सस्ता और सुरक्षित भी😷 
#IndiaFightsCarona 
#StayHomeStaySafe 
#MaskIndia https://t.co/0jj1aG50F8",Twitter for Android,,,,False,False,3107,1,IN,"Ranchi, India",city,4839,226,,2017-05-15T11:18:05Z,True,hi
142124,1250714435900960770,2534708534,2020-04-16T09:15:33Z,imadityakashyap,"एक तस्वीर ने बहोत कुछ बोल दिया 
मंदिर को सेनिटाइज करने के बाद पुलिस वालों पर पुष्पवर्शा करते वृंदावन के बांके बिहारी मंदिर के पुजारी। @narendramodi #Covid_19 @aajtak @indiatvnews @ZeeNews https://t.co/tVygFG91M9",Twitter for Android,,,,False,False,231,1,IN,"Mumbai, India",city,55,178,,2014-05-30T09:50:53Z,False,hi
142193,1250714487818260480,751741698615771136,2020-04-16T09:15:45Z,ianuragsinh,"सरकारी गोडाउन में रखा राशन खराब हो रहा है लेकिन जरूरतमंद लोगों के हाथ खाली है..!

जरूरी है जिनके पास राशन कार्ड नही है उन्हें भी राशन दिया जाए और फ़ूड नेट बनाकर लोगों की जरूरतों का ध्यान रखा जाये ..     
- @RahulGandhi जी
#RahulSpeaksForIndia 
 #COVID19 #IndiaFightsCorona https://t.co/gzxY7WEGra",Twitter for Android,,,,False,False,12421,0,IN,"Uttar Pradesh, India",admin,508,55,,2016-07-09T11:36:02Z,False,hi
142445,1250714652218097665,71428998,2020-04-16T09:16:24Z,Lakhisaray,"#बिहार में #बक्सर से दो और #कोरोनावायरस पॉज़िटिव मामला सामने आया है ।दोनों पुरुष हैं।  60 वर्ष और 35 वर्ष। दोनों  का पश्चिम बंगाल के आसनसोल से यात्रा का इतिहास है । इसके साथ ही राज्य में कुल संख्या बढ़कर 74  .

#BiharFightsCovid19
#Covid19 
#Coronaupdate",Twitter for Android,,,,False,False,17089,0,IN,"Lakhisarai, India",city,1968,247,,2009-09-04T02:19:16Z,False,hi
142609,1250714749312143364,915240810152472576,2020-04-16T09:16:48Z,ShivJee82716082,"साथियों आप उत्तर प्रदेश सरकार को 10 मे से कितने नंबर दोगे...?
#उत्तरप्रदेश_सतर्क_है
#COVID19 
#अरेस्ट_एजाज_खान",Twitter for Android,,,,False,False,7256,1,IN,"Danapur, India",city,15482,7600,,2017-10-03T15:43:08Z,False,hi
